Di;16:15;87;Monky;4.8
Di;19:15;84;Sommerkinder;6.3
Di;22:15;100;His Name is not William E1-5;6.5
Di;19:45;99;Hafenstadt;6.7
Di;22:45;120;Die Wege des Herrn E1&2;7.1
Di;22:30;120;Ted - Alles aus Liebe;7.3
Di;22:15;93;Fuck Off 2 - Bilder aus Finnland;6.2
Di;18:30;123;Astrid;7.5
Di;22:00;95;Utøya 22. Juli;7.7
Di;16:45;74;Rodeo;7.4
Di;19:45;92;Nokia Mobile - We Were Connecting People;7.0
Di;22:45;79;Kurze nordische Doks;6.2
Di;16:15;90;Auch Leben ist eine Kunst - Der Fall Max Emden;6
Di;19:15;90;1918. Aufstand der Matrosen;6
Di;22:15;100;Wo kein Schatten fällt;6
Di;11:30;72;Adam;5.6
Di;9:00;95;Die Falken – alle für einen;6.5
Di;11:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
Di;20:00;90;Team Albert;3.5
Di;22:30;72;Der Komet;6.3
Di;20:00;98;Die kleine Genossin;7.9
Di;22:00;101;Border;7.2
