Do;16:45;97;Fortsetzung folgt;8.1
Sa;13:45;97;Fortsetzung folgt;8.1
Sa;16:45;72;Maj Doris;8.1
So;19:45;72;Maj Doris;8.1
Mi;13:45;100;Home Ground E1&2;8.2
Mi;19:00;93;Summer Survivors;8.2
Do;10:30;93;Summer Survivors;8.2
Fr;22:30;100;Home Ground E1&2;8.2
Sa;22:00;93;Summer Survivors;8.2
So;13:00;93;Summer Survivors;8.2
Di;11:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
Mi;9:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
So;10:15;78;Käpt'n Morten und die Spinnenkönigin;8.3
Sa;13:15;120;Der Tatortreiniger - Rebellen+Tödliches Comeback ;8.5
Mi;19:45;120;Die Brücke - Transit in den Tod S4 E1&2;8.7
Sa;22:45;120;Die Brücke - Transit in den Tod S4 E1&2;8.7
Mi;19:00;128;Lass mich fallen;8.8
Do;13:00;128;Lass mich fallen;8.8
Fr;16:30;128;Lass mich fallen;8.8
So;16:00;128;Lass mich fallen;8.8
Mi;10:15;92;Ahto. Chasing a Dream;9.0
Do;22:45;92;Ahto. Chasing a Dream;9.0
So;17:30;92;Ahto. Chasing a Dream;9.0
Mi;13:30;94;Ein unbekannter Meister;9.2
Fr;19:00;94;Ein unbekannter Meister;9.2
Sa;10:00;94;Ein unbekannter Meister;9.2
So;16:30;94;Ein unbekannter Meister;9.2
