Di;20:00;98;Die kleine Genossin;7.9
Di;22:30;120;Ted - Alles aus Liebe;7.3
Mi;10:00;98;Blinder Fleck;7.8
Mi;10:30;120;Ted - Alles aus Liebe;7.3
Mi;13:00;98;Die kleine Genossin;7.9
Mi;13:30;94;Ein unbekannter Meister;9.2
Mi;13:30;88;Christian IV. - Die letzte Reise;5.5
Mi;16:00;86;Phönix;7.3
Mi;16:30;104;Wendepunkt;6.1
Mi;19:00;128;Lass mich fallen;8.8
Mi;19:00;93;Summer Survivors;8.2
Mi;19:30;100;Vor dem Frost;7.7
Mi;22:00;82;Nina;7
Mi;22:00;92;Eine Affäre;6.9
Do;10:00;97;Breathing into Marble;7.2
Do;10:30;93;Summer Survivors;8.2
Do;13:00;82;Nina;7
Do;13:00;128;Lass mich fallen;8.8
Do;13:30;88;Christian IV. - Die letzte Reise;5.5
Do;16:00;95;Atme ganz normal;7.2
Do;16:00;100;Gegen den Strom;7.6
Do;16:30;86;Phönix;7.3
Do;19:00;102;Ditte & Louise;7.6
Do;19:30;92;Eine Affäre;6.9
Do;22:00;99;Lach oder stirb;7.2
Do;22:00;98;Blinder Fleck;7.8
Fr;10:00;100;Vor dem Frost;7.7
Fr;10:15;98;Die kleine Genossin;7.9
Fr;10:30;82;Nina;7
Fr;13:00;120;Ted - Alles aus Liebe;7.3
Fr;13:30;97;Breathing into Marble;7.2
Fr;16:00;100;Gegen den Strom;7.6
Fr;16:00;99;Lach oder stirb;7.2
Fr;16:30;128;Lass mich fallen;8.8
Fr;19:00;94;Ein unbekannter Meister;9.2
Fr;19:00;95;Atme ganz normal;7.2
Fr;19:30;98;Blinder Fleck;7.8
Fr;22:00;104;Wendepunkt;6.1
Fr;22:00;102;Ditte & Louise;7.6
Sa;10:00;100;Gegen den Strom;7.6
Sa;10:00;94;Ein unbekannter Meister;9.2
Sa;10:30;95;Atme ganz normal;7.2
Sa;13:00;92;Eine Affäre;6.9
Sa;13:00;104;Wendepunkt;6.1
Sa;13:30;102;Ditte & Louise;7.6
Sa;16:00;88;Christian IV. - Die letzte Reise;5.5
Sa;16:00;100;Vor dem Frost;7.7
Sa;16:30;97;Breathing into Marble;7.2
Sa;19:00;86;Phönix;7.3
Sa;19:30;99;Lach oder stirb;7.2
Sa;22:00;93;Summer Survivors;8.2
Sa;22:00;120;Ted - Alles aus Liebe;7.3
So;10:00;82;Nina;7
So;10:00;98;Die kleine Genossin;7.9
So;10:30;99;Lach oder stirb;7.2
So;10:45;98;Blinder Fleck;7.8
So;13:00;93;Summer Survivors;8.2
So;13:00;100;Vor dem Frost;7.7
So;13:30;86;Phönix;7.3
So;13:45;97;Breathing into Marble;7.2
So;16:00;128;Lass mich fallen;8.8
So;16:00;102;Ditte & Louise;7.6
So;16:30;94;Ein unbekannter Meister;9.2
So;16:45;92;Eine Affäre;6.9
So;19:00;104;Wendepunkt;6.1
So;19:00;120;Ted - Alles aus Liebe;7.3
So;19:15;88;Christian IV. - Die letzte Reise;5.5
So;19:30;95;Atme ganz normal;7.2
So;19:45;100;Gegen den Strom;7.6
