Mi;10:15;85;Supermeerschweinchen;5.4
Mi;13:15;90;Paradies '89;6.4
Mi;16:15;84;Sommerkinder;6.3
Mi;19:15;72;Adam;5.6
Mi;22:15;102;Wurzeln;7.6
Mi;10:45;86;Dienst nach Vorschrift+Widrige Umstände;6.5
Mi;13:45;100;Home Ground E1&2;8.2
Mi;16:45;102;HANS BLUMENBERG - Der unsichtbare Philosoph;6.0
Mi;19:45;120;Die Brücke - Transit in den Tod S4 E1&2;8.7
Mi;22:45;90;State of Happiness E1&2;7.8
Mi;10:30;120;Ted - Alles aus Liebe;7.3
Mi;13:30;94;Ein unbekannter Meister;9.2
Mi;16:30;104;Wendepunkt;6.1
Mi;19:30;100;Vor dem Frost;7.7
Mi;22:30;119;Verachtung;7.8
Mi;10:15;92;Ahto. Chasing a Dream;9.0
Mi;13:15;69;Hafenarbeit im Hafenbetriebsverein Lübeck;5
Mi;16:15;94;Harbour Brothers;5.8
Mi;19:15;116;Bergman - ein Jahr, ein Leben;7.3
Mi;22:15;98;Das Floß;7.4
Mi;10:00;98;Blinder Fleck;7.8
Mi;13:00;98;Die kleine Genossin;7.9
Mi;16:00;101;Border;7.2
Mi;19:00;128;Lass mich fallen;8.8
Mi;22:00;82;Nina;7
Mi;10:45;92;Nokia Mobile - We Were Connecting People;7.0
Mi;13:45;71;Die Nacht, als uns Papa abholte+Bekenntnisse einer wütenden Mutter;7
Mi;16:45;85;14 Fälle;6.4
Mi;19:45;90;Herzensland - Eine etwas andere Liebesgeschichte;7.6
Mi;22:45;85;Estnische Geschichten. Kerro 40+690 Vopnafjörður;6
Mi;10:15;90;Team Albert;3.5
Mi;13:15;90;An den Rändern der Welt;6
Mi;16:15;85;Kurz und dramatisch;7.5
Mi;19:15;95;Sibel;7.2
Mi;22:15;85;Best of Filmschools;6
Mi;9:30;100;Espen und die Legende vom Bergkönig;6.1
Mi;11:30;100;Das Herz;5.7
Mi;9:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
Mi;11:00;87;Monky;4.8
Mi;19:30;124;Baldevins Hochzeit;6.4
Mi;10:00;80;Sexkapaden, Singalongs und Splatter;6.4
Mi;12:30;121;Kurzfilmprogramm: Von Liebe, Tod und Miteinander;6.6
Mi;20:00;74;Rodeo;7.4
Mi;22:30;78;Abgebrannt;4.7
Mi;10:00;162;Per im Glück;7.7
Mi;13:30;88;Christian IV. - Die letzte Reise;5.5
Mi;16:00;86;Phönix;7.3
Mi;19:00;93;Summer Survivors;8.2
Mi;22:00;92;Eine Affäre;6.9
