Do;19:15;104;Aus dem Leben der Marionetten;7.5
Fr;22:45;71;Das Meer - Liebe an Bord+Der letzte Hummerfischer;6
Sa;15:00;71;Das Meer - Liebe an Bord+Der letzte Hummerfischer;6
Fr;19:45;96;Nerd: DragonSlayer666 E1-8;7.5
Sa;20:00;96;Nerd: DragonSlayer666 E1-8;7.5
Sa;10:15;112;Erinnerung an Ingmar Bergman+Ingmar Bergman;7.2
Fr;16:45;68;Die das Licht brachten+Der Fluss, meine Freundin;6
So;10:45;68;Die das Licht brachten+Der Fluss, meine Freundin;6
Mi;13:45;71;Die Nacht, als uns Papa abholte+Bekenntnisse einer wütenden Mutter;7
Fr;22:45;71;Die Nacht, als uns Papa abholte+Bekenntnisse einer wütenden Mutter;7
Mi;10:00;80;Sexkapaden, Singalongs und Splatter;6.4
Sa;22:15;80;Sexkapaden, Singalongs und Splatter;6.4
Di;16:15;87;Monky;4.8
Di;19:45;99;Hafenstadt;6.7
Mi;11:00;87;Monky;4.8
Mi;11:30;100;Das Herz;5.7
Mi;22:30;78;Abgebrannt;4.7
Do;9:00;84;Kriegsspiel;7.8
Do;16:15;84;Allein im All;7.5
Fr;9:00;84;Allein im All;7.5
Fr;9:30;100;Das Herz;5.7
Fr;15:00;110;Happy at Sea E1-5;5.9
Fr;19:15;100;Das Herz;5.7
Sa;16:15;84;Kriegsspiel;7.8
Sa;17:30;110;Happy at Sea E1-5;5.9
Sa;19:15;78;Abgebrannt;4.7
Sa;19:15;90;Bergman Revisited;6
So;9:30;78;Abgebrannt;4.7
So;11:00;84;Kriegsspiel;7.8
So;20:00;100;Das Herz;5.7
So;16:15;79;Yarden;6.0
Di;22:00;101;Border;7.2
Mi;16:00;101;Border;7.2
Mi;19:45;120;Die Brücke - Transit in den Tod S4 E1&2;8.7
Sa;22:45;120;Die Brücke - Transit in den Tod S4 E1&2;8.7
Sa;22:45;101;Border;7.2
Di;18:30;123;Astrid;7.5
Sa;19:00;123;Astrid;7.5
Mi;22:15;98;Das Floß;7.4
Do;13:45;98;Das Floß;7.4
Sa;19:45;98;Das Floß;7.4
Di;22:45;79;Kurze nordische Doks;6.2
So;12:30;79;Kurze nordische Doks;6.2
Sa;11:00;90;Geschichten von Begebnungen und Freundschaft;7.6 
Mi;12:30;121;Kurzfilmprogramm: Von Liebe, Tod und Miteinander;6.6
Sa;11:30;121;Kurzfilmprogramm: Von Liebe, Tod und Miteinander;6.6
Do;10:15;79;Kurze für Kurze - Schweinchens Reise;6
So;9:00;79;Kurze für Kurze - Schweinchens Reise;6
Di;22:30;120;Ted - Alles aus Liebe;7.3
Mi;10:30;120;Ted - Alles aus Liebe;7.3
Mi;19:15;116;Bergman - ein Jahr, ein Leben;7.3
Fr;13:00;120;Ted - Alles aus Liebe;7.3
Sa;16:45;72;Maj Doris;8.1
Sa;22:00;120;Ted - Alles aus Liebe;7.3
So;19:00;120;Ted - Alles aus Liebe;7.3
So;19:45;72;Maj Doris;8.1
So;13:15;76;Hafen der Hoffnung;7.8
Fr;22:15;88;Nordic Shorts: Periskop;6.6
So;10:00;88;Nordic Shorts: Periskop;6.6
Fr;19:15;115;Die Berührung;6.0
Mi;10:45;86;Dienst nach Vorschrift+Widrige Umstände;6.5
Do;22:45;86;Dienst nach Vorschrift+Widrige Umstände;6.5
