Di;9:00;95;Die Falken – alle für einen;6.5
Di;11:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
Di;11:30;72;Adam;5.6
Di;16:15;90;Auch Leben ist eine Kunst - Der Fall Max Emden;6
Di;16:45;74;Rodeo;7.4
Di;19:15;90;1918. Aufstand der Matrosen;6
Di;19:30;98;Die kleine Genossin;7.9
Di;19:30;98;Die kleine Genossin;7.9
Di;20:00;90;Team Albert;3.5
Di;20:00;98;Die kleine Genossin;7.9
Di;22:00;95;Utøya 22. Juli;7.7
Di;22:00;101;Border;7.2
Di;22:15;100;His Name is not William E1-5;6.5
Di;22:15;100;Wo kein Schatten fällt;6
Di;22:30;120;Ted - Alles aus Liebe;7.3
Di;22:45;79;Kurze nordische Doks;6.2
Mi;9:00;78;Käpt'n Morten und die Spinnenkönigin;8.3
Mi;10:00;98;Blinder Fleck;7.8
Mi;10:00;80;Nordic Shorts: Sexkapaden, Singalongs und Splatter;6.4
Mi;10:00;162;Per im Glück;7.7
Mi;10:15;85;Supermeerschweinchen;5.4
Mi;10:15;92;Ahto. Chasing a Dream;9.0
Mi;10:15;90;Team Albert;3.5
Mi;10:30;120;Ted - Alles aus Liebe;7.3
Mi;10:45;86;Dienst nach Vorschrift+Widrige Umstände;6.5
Mi;11:30;100;Das Herz;5.7
Mi;12:30;121;Kurzfilmprogramm: Von Liebe, Tod und Miteinander;6.6
Mi;13:00;98;Die kleine Genossin;7.9
Mi;13:15;90;Paradies '89;6.4
Mi;13:15;90;An den Rändern der Welt;6
Mi;13:30;94;Ein unbekannter Meister;9.2
Mi;13:30;88;Christian IV. - Die letzte Reise;5.5
Mi;13:45;100;Home Ground E1&2;8.2
Mi;13:45;71;Die Nacht, als uns Papa abholte+Bekenntnisse einer wütenden Mutter;7
Mi;16:00;101;Border;7.2
Mi;16:00;86;Phönix;7.3
Mi;16:15;85;Kurz und dramatisch;7.5
Mi;16:30;104;Wendepunkt;6.1
